book,pairs,file
NSCA_PerformanceTraining,9,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/NSCA_PerformanceTraining/pairs_NSCA_PerformanceTraining_2026-05-06.json
姿势稳定的评估与训练,9,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/姿势稳定的评估与训练/pairs_姿势稳定的评估与训练_2026-05-07.json
肌肉链与扳机点++手法镇痛的新理念及其应用...,9,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/肌肉链与扳机点++手法镇痛的新理念及其应用.../pairs_肌肉链与扳机点++手法镇痛的新理念及其应用..._2026-05-07.json
足球教学训练大纲 (国家体委编, 国家体委编, 国家体委),9,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/足球教学训练大纲 (国家体委编, 国家体委编, 国家体委)/pairs_足球教学训练大纲 (国家体委编, 国家体委编, 国家体委)_2026-05-07.json
2-运动训练教材合并,8,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/2-运动训练教材合并/pairs_2-运动训练教材合并_2026-05-06.json
《跑步圣经 我跑故我在》,8,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《跑步圣经 我跑故我在》/pairs_《跑步圣经 我跑故我在》_2026-05-07.json
健身解剖指南-肩部,8,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/健身解剖指南-肩部/pairs_健身解剖指南-肩部_2026-05-07.json
基础临床按摩疗法-解剖学与治疗学的结合_20140209134122,8,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/基础临床按摩疗法-解剖学与治疗学的结合_20140209134122/pairs_基础临床按摩疗法-解剖学与治疗学的结合_20140209134122_2026-05-07.json
已上架746——NSCA——NSCA’s+Performance...,8,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/已上架746——NSCA——NSCA’s+Performance.../pairs_已上架746——NSCA——NSCA’s+Performance..._2026-05-07.json
肌肉链与扳肌点,8,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/肌肉链与扳肌点/pairs_肌肉链与扳肌点_2026-05-07.json
Electromyographic Analysis of Core trunk hip and thigh muscles during 9 rehabilitation exercises,7,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/Electromyographic Analysis of Core trunk hip and thigh muscles during 9 rehabilitation exercises/pairs_Electromyographic Analysis of Core trunk_2026-05-06.json
Movement Organization CSC,7,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/Movement Organization CSC/pairs_Movement Organization CSC_2026-05-06.json
NSCA運動科學530页,7,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/NSCA運動科學530页/pairs_NSCA運動科學530页_2026-05-06.json
[休闲健身与损伤防治].范晓清.扫描版,7,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/[休闲健身与损伤防治].范晓清.扫描版/pairs_[休闲健身与损伤防治].范晓清.扫描版_2026-05-07.json
中长跑技术的力学分析与应用,7,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/中长跑技术的力学分析与应用/pairs_中长跑技术的力学分析与应用_2026-05-07.json
私教基础培训教材,7,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/私教基础培训教材/pairs_私教基础培训教材_2026-05-07.json
《美军生存手册》,6,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《美军生存手册》/pairs_《美军生存手册》_2026-05-07.json
为什么有6块腹肌的人这么少,6,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/为什么有6块腹肌的人这么少/pairs_为什么有6块腹肌的人这么少_2026-05-07.json
功能性体能训练理论与实践,6,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/功能性体能训练理论与实践/pairs_功能性体能训练理论与实践_2026-05-07.json
奈特简明神经病学-2008,6,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/奈特简明神经病学-2008/pairs_奈特简明神经病学-2008_2026-05-07.json
神经康复——DeJong神经系统检查+（原书...,6,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/神经康复——DeJong神经系统检查+（原书.../pairs_神经康复——DeJong神经系统检查+（原书..._2026-05-07.json
绝对稀有的 全身肌肉结构 分析,6,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/绝对稀有的 全身肌肉结构 分析/pairs_绝对稀有的 全身肌肉结构 分析_2026-05-07.json
肩周炎自我锻炼,6,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/肩周炎自我锻炼/pairs_肩周炎自我锻炼_2026-05-07.json
6-《运动训练科学化探索》（田麦久）,5,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/6-《运动训练科学化探索》（田麦久）/pairs_6-《运动训练科学化探索》（田麦久）_2026-05-06.json
NSCA's Essentials of Sports Science-NSCA,5,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/NSCA's Essentials of Sports Science-NSCA/pairs_NSCA's Essentials of Sports Science-NSCA_2026-05-06.json
NSCA'sPerformanceTrainingJournal-7,5,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/NSCA'sPerformanceTrainingJournal-7/pairs_NSCA'sPerformanceTrainingJournal-7_2026-05-06.json
NSCA-CPSS 美国国家体能协会运动表现与科学训练师认证指南 2023年_6,5,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/NSCA-CPSS 美国国家体能协会运动表现与科学训练师认证指南 2023年_6/pairs_NSCA-CPSS 美国国家体能协会运动表现与科学训练师认证指南 2023年_6_2026-05-06.json
[奈特简明骨科学彩色图谱].邱贵兴.扫描版,5,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/[奈特简明骨科学彩色图谱].邱贵兴.扫描版/pairs_[奈特简明骨科学彩色图谱].邱贵兴.扫描版_2026-05-07.json
[特种部队健身术].(英)戴维斯.扫描版,5,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/[特种部队健身术].(英)戴维斯.扫描版/pairs_[特种部队健身术].(英)戴维斯.扫描版_2026-05-07.json
[运动营养].(英)莫恩.扫描版,5,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/[运动营养].(英)莫恩.扫描版/pairs_[运动营养].(英)莫恩.扫描版_2026-05-07.json
[运动营养与健康和运动能力].梅琳达,5,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/[运动营养与健康和运动能力].梅琳达/pairs_[运动营养与健康和运动能力].梅琳达_2026-05-07.json
《瑜伽呼吸控制法》,5,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《瑜伽呼吸控制法》/pairs_《瑜伽呼吸控制法》_2026-05-07.json
《运动营养与健康和运动能力》,5,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《运动营养与健康和运动能力》/pairs_《运动营养与健康和运动能力》_2026-05-07.json
乾隆健身术坐势,5,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/乾隆健身术坐势/pairs_乾隆健身术坐势_2026-05-07.json
健身解剖指南-胸部,5,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/健身解剖指南-胸部/pairs_健身解剖指南-胸部_2026-05-07.json
奈特妇产科彩色图谱-2007,5,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/奈特妇产科彩色图谱-2007/pairs_奈特妇产科彩色图谱-2007_2026-05-07.json
奈特简明骨科学彩色图谱（高清中文版）,5,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/奈特简明骨科学彩色图谱（高清中文版）/pairs_奈特简明骨科学彩色图谱（高清中文版）_2026-05-07.json
徒手治疗脊椎四肢动态关节松动术++第二版20...,5,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/徒手治疗脊椎四肢动态关节松动术++第二版20.../pairs_徒手治疗脊椎四肢动态关节松动术++第二版20..._2026-05-07.json
我的减肥秘籍-快乐减肥革命,5,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/我的减肥秘籍-快乐减肥革命/pairs_我的减肥秘籍-快乐减肥革命_2026-05-07.json
柯林斯百科图鉴 特种部队健身术,5,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/柯林斯百科图鉴 特种部队健身术/pairs_柯林斯百科图鉴 特种部队健身术_2026-05-07.json
活化器脊骨肌肉神经矫治整疗学-邱九桁011,5,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/活化器脊骨肌肉神经矫治整疗学-邱九桁011/pairs_活化器脊骨肌肉神经矫治整疗学-邱九桁011_2026-05-07.json
特殊族群运动训练 (1),5,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/特殊族群运动训练 (1)/pairs_特殊族群运动训练 (1)_2026-05-07.json
特种部队健身术,5,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/特种部队健身术/pairs_特种部队健身术_2026-05-07.json
精巧的脊椎神经医学的技术---丁希中,5,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/精巧的脊椎神经医学的技术---丁希中/pairs_精巧的脊椎神经医学的技术---丁希中_2026-05-07.json
17-《运动训练》（徐本力）,4,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/17-《运动训练》（徐本力）/pairs_17-《运动训练》（徐本力）_2026-05-06.json
19-运动训练学 (肖涛，孔祥宁，王晨宇主编) ,4,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/19-运动训练学 (肖涛，孔祥宁，王晨宇主编) /pairs_19-运动训练学 (肖涛，孔祥宁，王晨宇主编) _2026-05-06.json
20-《运动训练理论与研究》（李国忠）,4,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/20-《运动训练理论与研究》（李国忠）/pairs_20-《运动训练理论与研究》（李国忠）_2026-05-06.json
HP入门书单4 Bompa et al. 2009-Periodization,4,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/HP入门书单4 Bompa et al. 2009-Periodization/pairs_HP入门书单4 Bompa et al. 2009-Periodization_2026-05-06.json
《高级运动营养学》,4,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《高级运动营养学》/pairs_《高级运动营养学》_2026-05-07.json
减肥饮食__高级运动营养学,4,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/减肥饮食__高级运动营养学/pairs_减肥饮食__高级运动营养学_2026-05-07.json
已上架1478——体能训练——周期  运动训练理论与方法,4,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/已上架1478——体能训练——周期  运动训练理论与方法/pairs_已上架1478——体能训练——周期  运动训练理论与方法_2026-05-07.json
第26节 教学管理-课程管理,4,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/第26节 教学管理-课程管理/pairs_第26节 教学管理-课程管理_2026-05-07.json
肌肉链与扳机点—手法镇痛的新理念及其应用...,4,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/肌肉链与扳机点—手法镇痛的新理念及其应用.../pairs_肌肉链与扳机点—手法镇痛的新理念及其应用..._2026-05-07.json
肩部训练的有效方法,4,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/肩部训练的有效方法/pairs_肩部训练的有效方法_2026-05-07.json
骨质疏松症,4,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/骨质疏松症/pairs_骨质疏松症_2026-05-07.json
10-运动训练学导论 (杨桦，李宗浩，池建主编, 杨桦, 李宗浩, 池建主编, 杨桦, 李宗浩, 池建) ,3,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/10-运动训练学导论 (杨桦，李宗浩，池建主编, 杨桦, 李宗浩, 池建主编, 杨桦, 李宗浩, 池建) /pairs_10-运动训练学导论 (杨桦，李宗浩，池建主编, 杨桦, 李宗浩, 池建主编, _2026-05-06.json
13-运动训练学 (过家兴等编著) ,3,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/13-运动训练学 (过家兴等编著) /pairs_13-运动训练学 (过家兴等编著) _2026-05-06.json
Matt.Furey体能训练简单翻译,3,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/Matt.Furey体能训练简单翻译/pairs_Matt.Furey体能训练简单翻译_2026-05-06.json
NSCA's essentials for trainning special populations,3,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/NSCA's essentials for trainning special populations/pairs_NSCA's essentials for trainning special _2026-05-06.json
[跑步圣经].（美）乔治·希恩.高清扫描版,3,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/[跑步圣经].（美）乔治·希恩.高清扫描版/pairs_[跑步圣经].（美）乔治·希恩.高清扫描版_2026-05-07.json
乾隆健身术站势,3,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/乾隆健身术站势/pairs_乾隆健身术站势_2026-05-07.json
健身书籍06  58本__高级运动营养学,3,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/健身书籍06  58本__高级运动营养学/pairs_健身书籍06  58本__高级运动营养学_2026-05-07.json
口部肌肉练习家居训练册,3,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/口部肌肉练习家居训练册/pairs_口部肌肉练习家居训练册_2026-05-07.json
格氏解剖学 - Gray's Anatomy CN- v39.0,3,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/格氏解剖学 - Gray's Anatomy CN- v39.0/pairs_格氏解剖学 - Gray's Anatomy CN- v39.0_2026-05-07.json
纠正练习CorrectiveExercise,3,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/纠正练习CorrectiveExercise/pairs_纠正练习CorrectiveExercise_2026-05-07.json
运动员基础训练的人体科学原理,3,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/运动员基础训练的人体科学原理/pairs_运动员基础训练的人体科学原理_2026-05-07.json
运动系统3肌肉、神经,3,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/运动系统3肌肉、神经/pairs_运动系统3肌肉、神经_2026-05-07.json
骨关节功能解剖学++上卷：上肢_12938815,3,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/骨关节功能解剖学++上卷：上肢_12938815/pairs_骨关节功能解剖学++上卷：上肢_12938815_2026-05-07.json
骨盆(脊柱)矫正压揉法,3,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/骨盆(脊柱)矫正压揉法/pairs_骨盆(脊柱)矫正压揉法_2026-05-07.json
11-运动训练学 -- 田麦久主编; 田麦久 -- Di 1 ban, Beijing, 2006 -- 北京_高等教育出版社 -- 9787040196733 -- fecf585f4a739dc0e4334a8326daa377 -- Anna’s Archive,2,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/11-运动训练学 -- 田麦久主编; 田麦久 -- Di 1 ban, Beijing, 2006 -- 北京_高等教育出版社 -- 9787040196733 -- fecf585f4a739dc0e4334a8326daa377 -- Anna’s Archive/pairs_11-运动训练学 -- 田麦久主编; 田麦久 -- Di 1 ban, Beij_2026-05-06.json
16-运动训练学 (全国体育学院教材委员会审定, 全国体育学院教材委员会审定, 全国体育学院教材委员会) ,2,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/16-运动训练学 (全国体育学院教材委员会审定, 全国体育学院教材委员会审定, 全国体育学院教材委员会) /pairs_16-运动训练学 (全国体育学院教材委员会审定, 全国体育学院教材委员会审定, _2026-05-06.json
25-现代竞技运动训练理论与实践研究 (王芬著, Wang fen. etc.) ,2,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/25-现代竞技运动训练理论与实践研究 (王芬著, Wang fen. etc.) /pairs_25-现代竞技运动训练理论与实践研究 (王芬著, Wang fen. etc.)_2026-05-06.json
41-当代运动训练经典理论与方法 -- 陈小平 -- 2020 -- 人民体育出版社 ,2,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/41-当代运动训练经典理论与方法 -- 陈小平 -- 2020 -- 人民体育出版社 /pairs_41-当代运动训练经典理论与方法 -- 陈小平 -- 2020 -- 人民体育出_2026-05-06.json
44-项群训练理论 (田麦久主编；麻雪田等著),2,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/44-项群训练理论 (田麦久主编；麻雪田等著)/pairs_44-项群训练理论 (田麦久主编；麻雪田等著)_2026-05-06.json
5-运动训练电子书,2,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/5-运动训练电子书/pairs_5-运动训练电子书_2026-05-06.json
9-运动训练学 (田麦久，刘大庆 主编) ,2,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/9-运动训练学 (田麦久，刘大庆 主编) /pairs_9-运动训练学 (田麦久，刘大庆 主编) _2026-05-06.json
AASFP_高级私人教练专用表格,2,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/AASFP_高级私人教练专用表格/pairs_AASFP_高级私人教练专用表格_2026-05-06.json
ACSM美国运动医学会认证复习指导第四版,2,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/ACSM美国运动医学会认证复习指导第四版/pairs_ACSM美国运动医学会认证复习指导第四版_2026-05-06.json
[图说科学与启蒙运动].晏立农.扫描版,2,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/[图说科学与启蒙运动].晏立农.扫描版/pairs_[图说科学与启蒙运动].晏立农.扫描版_2026-05-07.json
《激活你人生—运动指南(基于2008年美国国民体育运动指南)》（薛威翻译）,2,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《激活你人生—运动指南(基于2008年美国国民体育运动指南)》（薛威翻译）/pairs_《激活你人生—运动指南(基于2008年美国国民体育运动指南)》（薛威翻译）_2026-05-07.json
周期训练理论与方法 第6版(1),2,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/周期训练理论与方法 第6版(1)/pairs_周期训练理论与方法 第6版(1)_2026-05-07.json
奈特病理学彩色图谱(中文版),2,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/奈特病理学彩色图谱(中文版)/pairs_奈特病理学彩色图谱(中文版)_2026-05-07.json
步入30岁的女性,2,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/步入30岁的女性/pairs_步入30岁的女性_2026-05-07.json
肌肉增长的3个机制及其相关推荐练习动作 (1),2,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/肌肉增长的3个机制及其相关推荐练习动作 (1)/pairs_肌肉增长的3个机制及其相关推荐练习动作 (1)_2026-05-07.json
肥胖患者,2,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/肥胖患者/pairs_肥胖患者_2026-05-07.json
软组织贴扎技术--,2,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/软组织贴扎技术--/pairs_软组织贴扎技术--_2026-05-07.json
运动生理学,2,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/运动生理学/pairs_运动生理学_2026-05-07.json
113 肌肉肥大的科学与发展（1）,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/113 肌肉肥大的科学与发展（1）/pairs_113 肌肉肥大的科学与发展（1）_2026-05-06.json
14-《运动训练学》余银,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/14-《运动训练学》余银/pairs_14-《运动训练学》余银_2026-05-06.json
2-《运动训练》（王家宏）,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/2-《运动训练》（王家宏）/pairs_2-《运动训练》（王家宏）_2026-05-06.json
22-现代运动训练,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/22-现代运动训练/pairs_22-现代运动训练_2026-05-06.json
24-竞技运动训练实践发展的理论思考 (陈小平著, 陈小平著, 陈小平) ,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/24-竞技运动训练实践发展的理论思考 (陈小平著, 陈小平著, 陈小平) /pairs_24-竞技运动训练实践发展的理论思考 (陈小平著, 陈小平著, 陈小平) _2026-05-06.json
34-运动训练学 (曼弗里德·葛欧瑟) ,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/34-运动训练学 (曼弗里德·葛欧瑟) /pairs_34-运动训练学 (曼弗里德·葛欧瑟) _2026-05-06.json
35-运动训练学 (中国体育科学学会运动训练学学会组编) ,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/35-运动训练学 (中国体育科学学会运动训练学学会组编) /pairs_35-运动训练学 (中国体育科学学会运动训练学学会组编) _2026-05-06.json
39-当代运动训练热点问题研究 理论与实践凾待解决的问题 (陈小平著) ,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/39-当代运动训练热点问题研究 理论与实践凾待解决的问题 (陈小平著) /pairs_39-当代运动训练热点问题研究 理论与实践凾待解决的问题 (陈小平著) _2026-05-06.json
7-论运动训练过程 (田麦久著, 田麦久编著, 田麦久, 田麥久) ,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/7-论运动训练过程 (田麦久著, 田麦久编著, 田麦久, 田麥久) /pairs_7-论运动训练过程 (田麦久著, 田麦久编著, 田麦久, 田麥久) _2026-05-06.json
8-运动训练学 (田麦久) ,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/8-运动训练学 (田麦久) /pairs_8-运动训练学 (田麦久) _2026-05-06.json
MFT.心武格斗健身曼谷泰拳训练营-简版,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/MFT.心武格斗健身曼谷泰拳训练营-简版/pairs_MFT.心武格斗健身曼谷泰拳训练营-简版_2026-05-06.json
WM_健身房增肌速成系列课程(1),1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/WM_健身房增肌速成系列课程(1)/pairs_WM_健身房增肌速成系列课程(1)_2026-05-07.json
[减肥5公斤就要这样吃].林禹宏.全彩版,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/[减肥5公斤就要这样吃].林禹宏.全彩版/pairs_[减肥5公斤就要这样吃].林禹宏.全彩版_2026-05-07.json
《临床神经解剖学》 (2),1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《临床神经解剖学》 (2)/pairs_《临床神经解剖学》 (2)_2026-05-07.json
中国优势竞技项目制胜规律 (谢亚龙，王汝英等著, 曾凡辉 [and others] 著, 曾凡辉, 谢亚龙, author etc.),1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/中国优势竞技项目制胜规律 (谢亚龙，王汝英等著, 曾凡辉 [and others] 著, 曾凡辉, 谢亚龙, author etc.)/pairs_中国优势竞技项目制胜规律 (谢亚龙，王汝英等著, 曾凡辉 [and others_2026-05-07.json
健身书籍01   167本__《肌肉力量训练与损伤生物力学基础》V,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/健身书籍01   167本__《肌肉力量训练与损伤生物力学基础》V/pairs_健身书籍01   167本__《肌肉力量训练与损伤生物力学基础》V_2026-05-07.json
健身房增肌速成系列课程 (1),1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/健身房增肌速成系列课程 (1)/pairs_健身房增肌速成系列课程 (1)_2026-05-07.json
奈特药理学彩色图谱-2006,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/奈特药理学彩色图谱-2006/pairs_奈特药理学彩色图谱-2006_2026-05-07.json
文档-健身书籍（3.17G）__《肌肉力量训练与损伤生物力学基础》V,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/文档-健身书籍（3.17G）__《肌肉力量训练与损伤生物力学基础》V/pairs_文档-健身书籍（3.17G）__《肌肉力量训练与损伤生物力学基础》V_2026-05-07.json
核心训练,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/核心训练/pairs_核心训练_2026-05-07.json
男性如何锻炼胸部肌肉（三）——器械锻炼胸部,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/男性如何锻炼胸部肌肉（三）——器械锻炼胸部/pairs_男性如何锻炼胸部肌肉（三）——器械锻炼胸部_2026-05-07.json
痛风,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/痛风/pairs_痛风_2026-05-07.json
第2期 肥胖与塑身生理学,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/第2期 肥胖与塑身生理学/pairs_第2期 肥胖与塑身生理学_2026-05-07.json
糖尿病,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/糖尿病/pairs_糖尿病_2026-05-07.json
肌肉共同收缩对平面自由运动中手臂阻抗的影响,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/肌肉共同收缩对平面自由运动中手臂阻抗的影响/pairs_肌肉共同收缩对平面自由运动中手臂阻抗的影响_2026-05-07.json
肥胖与塑身生理学,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/肥胖与塑身生理学/pairs_肥胖与塑身生理学_2026-05-07.json
跑步与健康（黄德诚）,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/跑步与健康（黄德诚）/pairs_跑步与健康（黄德诚）_2026-05-07.json
跑步处方,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/跑步处方/pairs_跑步处方_2026-05-07.json
高脂血症,1,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/高脂血症/pairs_高脂血症_2026-05-07.json
